title,abstract,label
Endocrine Therapy for Primary and Secondary Prevention After Diagnosis of High-Risk Breast Lesions or Preinvasive Breast Cancer.,"The Oncology Grand Rounds series is designed to place original reports published in the Journal into clinical context. A case presentation is followed by a description of diagnostic and management challenges, a review of the relevant literature, and a summary of the authors' suggested management approaches. The goal of this series is to help readers better understand how to apply the results of key studies, including those published in Journal of Clinical Oncology, to patients seen in their own clinical practice.Patients with high-risk breast lesions (HRLs) or preinvasive breast cancers face an elevated risk of future breast cancer diagnoses. Endocrine therapy in this setting reduces the risk of a future diagnosis but does not confer improved survival, thus the side effects of primary/secondary prevention must be considered relative to the benefits. Here, we discuss the available chemoprevention regimens for patients with HRLs and considerations for selecting a regimen, as well as the decision making surrounding use of adjuvant endocrine therapy for patients with ductal carcinoma in situ (DCIS). For patients with HRLs, available chemoprevention regimens differ by menopausal status, including tamoxifen 20 mg once daily for 5 years and more recently tamoxifen 5 mg once daily for 3 years in both premenopausal and postmenopausal women as well as raloxifene or aromatase inhibitors for postmenopausal women. We recommend a shared decision-making approach with attention to patient preferences related to risk tolerance and side-effect profiles. Low-dose tamoxifen appears to be a particularly favorable choice that is well tolerated, without risk of serious adverse events and offers comparable risk reduction to other regimens. For DCIS, the benefit of endocrine therapy in addition to radiation is small, and appears to be driven mainly by a reduction in contralateral breast diagnoses or new breast cancers. A strategy that reduces the side-effect profile of chemoprevention such as low-dose tamoxifen may be especially appealing in the setting of secondary prevention.",0
New biologics for food allergy.,"PURPOSE OF REVIEW: This review aims to explore role of emerging biologics, including ligelizumab, UB-221, dupilumab, and antialarmins, in food allergy management. With a focus on recent developments, we evaluate their promise in mitigating adverse events during oral immunotherapy (OIT), reducing allergic reactions, and addressing the limitations of current therapeutic options. RECENT FINDINGS: Antiimmunoglobulin E mAbs, exemplified by omalizumab, demonstrate efficacy in desensitization and safety improvement during multiallergen OIT. Next-generation antibodies like ligelizumab and UB-221 exhibit enhanced potency and unique mechanisms, holding promise for food allergy treatment. Dupilumab, targeting IL-4 receptor alpha, presents potential benefits in decreasing allergen-specific IgE and modifying the atopic march. Exploration of antialarmins, specifically anti-IL-33 (etokimab) and anti-TSLP (tezepelumab), reveals encouraging results, with etokimab showing early success in peanut allergy trials. SUMMARY: Biologics hold promising potential for food allergy treatment. Tailoring therapeutic approaches based on shared decision-making becomes pivotal. While omalizumab remains a significant option, next-generation anti-IgE antibodies and agents targeting alarmins exhibit unique strengths. Dupilumab, despite limited success as monotherapy, shows promise as an adjunct for OIT. Careful consideration of treatment goals, patient preferences, and the evolving landscape of biologics will shape future clinical practice, offering allergists an expanded toolbox for personalized food allergy management.",0
The Impact of Patient Preference on Attendance and Completion Rates at Centre-Based and mHealth Pulmonary Rehabilitation: A Non-Inferiority Pragmatic Clinical Trial.,"PURPOSE: Pulmonary rehabilitation (PR) is vital in the management of chronic respiratory disorders (CRDs) although uptake, attendance and completion are poor. Differing models of delivering PR are emerging in an attempt to increase the uptake and completion of this intervention. This study aimed to evaluate participant rate of attendance and completion of PR when given a preference regarding model of delivery (centre-based and mPR). Secondary aims were to evaluate the factors affecting patient preference for model of delivery and determine whether mPR is non-inferior to centre-based PR in health outcomes. METHODS: A multi-centre non-inferiority preference based clinical trial in Auckland, New Zealand. Participants with a CRD referred for PR were offered the choice of centre-based or mHealth PR (mPR). The primary outcome was completion rate of chosen intervention. RESULTS: A total of 105 participants were recruited to the study with 67 (64%) preferring centre-based and 38 (36%) mPR. The odds of completing the PR programme were higher in the centre-based group compared to mPR (odds ratio 1.90 95% CI [0.83-4.35]). Participants opting for mPR were significantly younger (p = 0.002) and significantly more likely to be working (p = 0.0001). Results showed that mPR was not inferior to centre-based regarding changes in symptom scores (CAT) or time spent in sedentary behaviour (SBQ). When services were forced to transition to telehealth services during COVID-19 restrictions, the attendance and completion rates were higher with telephone calls and video conferencing compared to mPR - suggesting that synchronous interpersonal interactions with clinicians may facilitate the best attendance and completion rates. CONCLUSION: When offered the choice of PR delivery method, the majority of participants preferred centre-based PR and this facilitated the best completion rates. mPR was the preferred choice for younger, working participants suggesting that mPR may offer a viable alternative to centre-based PR for some participants, especially younger, employed participants.",0
Use of expectant management based on prostate cancer risk and health status: How far are we from a risk-adapted approach?,"OBJECTIVES: While active surveillance, a form of expectant management (EM), is preferred for patients with low-risk prostate cancer (PCa), some favor a more risk-adapted approach that recognizes patient preferences and condition-specific factors. However, previous research has shown non-patient-related factors often drive PCa treatment. In this context, we characterized trends in AS with respect to disease risk and health status. METHODS AND MATERIALS: Using SEER-Medicare data, we identified men 66 years and older diagnosed with localized low- and intermediate-risk PCa from 2008 to 2017 and examined receipt of EM, defined as the absence of treatment (i.e., surgery, cryotherapy, radiation, chemotherapy, and androgen deprivation therapies) within 1 year of diagnosis. We performed bivariable analysis to compare trends in use for EM vs. treatment, stratified by disease risk (i.e., Gleason 3+3, 3+4, 4+3; PSA<10, 10-20) and health status (i.e., NCI Comorbidity Index (NCI), frailty, life expectancy). We then ran a multivariable logistic regression model to examine determinants of EM. RESULTS: Within this cohort, 26,364 (38%) were categorized as low-risk (i.e., Gleason 3+3 and PSA<10) and 43,520 (62%) as intermediate-risk (i.e., all others). Over the study period, use of EM significantly increased across all risk groups, except for Gleason 4+3 (P = 0.662), as well across all health status groups. However, linear trends did not differ significantly between frail vs. nonfrail patients for both those categorized as low-risk (P = 0.446) and intermediate-risk (P = 0.208). Trends also did not differ between NCI 0 vs. 1 vs. >1 for low-risk PCa (P = 0.395). In the multivariable models, EM was associated with increasing age and being frail for men with both low- and intermediate risk disease. Conversely, EM selection was negatively associated with higher comorbidity score. CONCLUSIONS: EM increased significantly over time for patients with low- and favorable intermediate-risk disease, with the most notable differences based on age and Gleason score. In contrast, trends in uptake of EM did not differ substantively by health status, suggesting that physicians may not be effectively incorporating patient health into PCa treatment decisions. Additional work is needed to develop interventions that recognize health status as an essential component of a risk-adapted approach.",0
What Do Patients Look for When Scheduling Their Initial Elective Aesthetic Plastic Surgery Consultation?,"BACKGROUND: Multiple factors influence patients when deciding on where to seek plastic surgery consultations. Our objective was to determine the most important factors when booking the initial consultation. METHODS: A 23 question survey was distributed online via Amazon Mechanical Turk targeting participants who had prior plastic surgery consultations or were planning to have one in the future. Participant demographic data were collected, and participants were asked to rank the importance of factors related to cost, surgeon reputation, social media, technology, amenities, accessibility, and appointment details on a 1-5 Likert scale. Rankings were reported by mean and standard deviation. RESULTS: A total of 593 responses were gathered. 48.1% of participants were 25-34 years of age, 54.6% were female, 66.3% identified as White, 78.4% were located in the U.S, and 54.5% had a bachelor's degree. Participants rated the importance of a surgeon's online reviews (mean 4.15, SD 0.81), surgeon presence at follow-up visits (mean 4.01, SD 0.91), and availability of pricing prior to appointment (mean 4.01, SD 0.91) the highest. The least important factors were waiting room amenities and social media advertising. Individuals younger than 45 were more likely to rate a surgeon's social media presence higher than those 45 years and older (OR 2.02; 95%CI [1.37-2.96]; p < 0.001). CONCLUSIONS: Patients considered surgeon's online reviews, presence at follow-up visits, and the availability of pricing information the most important when booking a plastic surgery consultation. These findings may assist physicians in structuring plastic surgery consultations based on factors important to patients. LEVEL OF EVIDENCE V: This journal requires that authors assign a level of evidence to each article. For a full description of these Evidence-Based Medicine ratings, please refer to the Table of Contents or the online Instructions to Authors www.springer.com/00266 .",0
A role for immune modulation in achieving functional cure for chronic hepatitis B among current changes in the landscape of new treatments.,"INTRODUCTION: Chronic hepatitis B (CHB) is rarely cured using available treatments. Barriers to cure are: 1) persistence of reservoirs of hepatitis B virus (HBV) replication and antigen production (HBV DNA); 2) high burden of viral antigens that promote T cell exhaustion with T cell dysfunction; 3) CHB-induced impairment of immune responses. AREAS COVERED: We discuss options for new therapies that could address one or more of the barriers to functional cure, with particular emphasis on the potential role of immunotherapy. EXPERT OPINION/COMMENTARY: Ideally, a sterilizing cure for CHB would translate into finite therapies that result in loss of HBV surface antigen and eradication of HBV DNA. Restoration of a functional adaptive immune response, a key facet of successful CHB treatment, remains elusive. Numerous strategies targeting the high viral DNA and antigen burden and aiming to restore the host immune responses will enter clinical development in coming years. Most patients are likely to require combinations of several drugs, personalized according to virologic and disease characteristics, patient preference, accessibility, and affordability. The management of CHB is a global health priority. Expedited drug development requires collaborations between regulatory agencies, scientists, clinicians, and within the industry to facilitate testing of the best drug combinations.",0
Time to embed physical activity within usual care in cancer services: A qualitative study of cancer healthcare professionals' views at a single centre in England.,"PURPOSE: An increasing number of people affected by cancer (PABC) are living longer lives as treatment continues to advance. There is growing evidence for physical activity (PA) supporting health in this population before, during and after cancer treatment, but PA advice is not part of usual care. This study investigates views of frontline oncology healthcare professionals (HCPs) in one NHS teaching hospital in England to understand the role of PA advice across cancer services. MATERIALS AND METHODS: This was a qualitative study interviewing HCPs and using thematic analysis. RESULTS: Four main themes were identified: 1. Awareness of the roles of PA in cancer; 2. Patient-specific factors in rehabilitation; 3. Cancer-specific factors in rehabilitation; 4. Barriers and opportunities to integrating PA within usual care. HCPs' awareness of the role of PA in cancer rehabilitation was low overall and PA was found not to be embedded within rehabilitation. Contrastingly, there was awareness of PA's potential to impact disease and treatment-related outcomes positively. Ideas for PA integration included training for staff and giving PA advice within consultations. CONCLUSIONS: Low awareness of benefits of PA-based rehabilitation and lack of integration in usual care contrasted with HCPs' interest in this area's potential. Training HCPs to begin the conversation with patients affected by cancer in teachable moments may increase patient access.Implications for rehabilitationIntegrating physical activity education and training for trainees and existing healthcare professionals workforce would help embed physical activity into routine clinical practice.Brief advice intervention training during every consultation, such as providing relevant individualised information and signposting, can be impactful.Physical activity within a broader cancer rehabilitation programme should be integrated as standard for every cancer patient.Individualised plans may include prehabilitation, restorative rehabilitation and palliative rehabilitation.Patient preferences and the patient experience should continue to shape service design.There is a need to ensure physical activity advice is consistent throughout healthcare settings and not fragmented between primary, secondary and tertiary care.",0
Fostering Patient-Centered Equitable Care in Radiology: AJR Expert Panel Narrative Review.,"Patient-centered care (PCC) and equity are two of the six core domains of quality health care, according to the Institute of Medicine. Exceptional imaging care requires radiology practices to provide patient-centered (i.e., respectful and responsive to individual patient preferences, needs, and values) and equitable (i.e., does not vary in quality on the basis of gender, ethnicity, geographic location, or socioeconomic status) care. Specific barriers that prevent the delivery of patient-centered equitable care include information gaps, breaches of trust, organizational medical culture, and financial incentives. Information gaps limit practitioners in understanding the lived experience of patients. Breaches of trust prevent patients from seeking needed medical care. Organizational medical cultures may not be centered around patient experiences. Financial incentives can impede practitioners' ability to spend the time and resources required to meet patient goals and needs. Intentional approaches that integrate core principles in both PCC and health equity are required to deliver high-quality patient-centered imaging care for diverse patient populations. The purpose of this AJR Expert Panel Narrative Review is to review the origins of the PCC movement in radiology, characterize connections between the PCC and health equity movements, and describe concrete examples of ways to foster patient-centered equitable care in radiology.",0
Patients values regarding primary health care: a systematic review of qualitative and quantitative evidence.,"BACKGROUND: Accessible and high-quality primary health care (PHC) is fundamental to countries moving towards universal health coverage. In order to improve the quality of patient-centered care provided in PHC, a comprehensive understanding of patients' values is crucial to address any gaps in the health care system. This systematic review aimed to identify patients' values relevant to PHC. METHODS: We searched primary qualitative and quantitative studies about patients' values related to primary care in PubMed and EMBASE (Ovid) from 2009 to 2020. The studies' quality was assessed using Joanna Briggs Institute (JBI) Critical Appraisal Checklist for both quantitative and qualitative studies and Consolidated Criteria for Reporting Qualitative Studies (COREQ) for qualitative studies. A thematic approach was used in the data synthesis. OUTCOME: The database search resulted in 1,817 articles. A total of 68 articles were full-text screened. Data were extracted from nine quantitative and nine qualitative studies that met the inclusion criteria. The participants of the studies were mainly the general population in high-income countries. Four themes emerged from the analysis: patients' values related to privacy and autonomy; values associated with the general practitioners including virtuous characteristics, knowledge and competence; values involving patient-doctor interactions such as shared decision-making and empowerment; and core values related to the primary care system such as continuity, referral, and accessibility. CONCLUSIONS: This review reveals that the doctor's personal characteristics and their interactions with the patients are critical considerations concerning the primary care services from the patients' point of view. The inclusion of these values is essential to improve the quality of primary care.",0
Patient Preferences for Multi-Cancer Early Detection (MCED) Screening Tests.,"BACKGROUND: Emerging blood-based multi-cancer early detection (MCED) tests can detect a variety of cancer types across stages with a range of sensitivity, specificity, and ability to predict the origin of the cancer signal. However, little is known about the general US population's preferences for MCED tests. OBJECTIVE: To quantify preferences for MCED tests among US adults aged 50-80 years using a discrete choice experiment (DCE). METHODS: To quantify preferences for attributes of blood-based MCED tests, an online DCE was conducted with five attributes (true positives, false negatives, false positives, likelihood of the cancer type unknown, number of cancer types detected), among the US population aged 50-80 years recruited via online panels and social media. Data were analyzed using latent class multinomial logit models and relative attribute importance was obtained. RESULTS: Participants (N = 1700) were 54% female, mean age 63.3 years. Latent class modeling identified three classes with distinct preferences for MCED tests. The rank order of attribute importance based on relative attribute importance varied by latent class, but across all latent classes, participants preferred higher accuracy (fewer false negatives and false positives, more true positives) and screenings that detected more cancer types and had a lower likelihood of cancer type unknown. Overall, 72% of participants preferred to receive an MCED test in addition to currently recommended cancer screenings. CONCLUSIONS: While there is significant heterogeneity in cancer screening preferences, the majority of participants preferred MCED screening and the accuracy of these tests is important. While the majority of participants preferred adding an MCED test to complement current cancer screenings, the latent class analyses identified a small (16%) and specific subset of individuals who value attributes differently, with particular concern regarding false-negative and false-positive test results, who are significantly less likely to opt-in.",1
Patient Satisfaction and Sensory Attributes of Nasal Spray Treatments of Olopatadine Hydrochloride/Mometasone Furoate Monohydrate and Azelastine Hydrochloride/Fluticasone Propionate for Allergic Rhinitis in Australia - An Observational Real-World Clinical,"PURPOSE: Combination intranasal corticosteroid and antihistamine sprays are a first-line treatment option for allergic rhinitis (AR), of which Azelastine Hydrochloride and Fluticasone Propionate nasal spray (AZE/FLU; Dymista(®)), and Olopatadine Hydrochloride and Mometasone Furoate Monohydrate nasal spray (OLO/MOM; Ryaltris(®)) are currently registered in Australia. As it is not known how patients value treatment attributes of current combination nasal sprays, this observational, real-world clinical study aimed to understand patients' satisfaction with, and importance of, treatment attributes of OLO/MOM and AZE/FLU using an Anchored Best-Worst Scaling (ABWS) exercise. PARTICIPANTS AND METHODS: Four hundred and twenty-six adults in Australia with moderate to severe AR using either OLO/MOM or AZE/FLU completed an online survey incorporating an ABWS with 11 domains: 7 sensory (immediate taste of medication, aftertaste of medication, smell of medication, irritation to your nose, urge to sneeze, dripping out your nose/down your throat, dryness of your nose/throat) and 4 treatment-related (convenience, fast acting, duration of effect, and AR symptom control). The ABWS involved rescaling individual BWS scores using anchored ratings (0-10) for most and least satisfied/important domains to create a total satisfaction index (TSI) (0-100) to be compared across groups. Statistical comparisons were completed using ANOVA (TSI) and MANOVA (individual domains). RESULTS: Participants using OLO/MOM (M = 68.26, SE = 1.39) had significantly higher TSI than participants using AZE/FLU (M=62.78, SE = 0.70) (p < 0.001), significantly higher satisfaction on 7 of 11 domains and regarded 8 of 11 domains as significantly more important compared to participants using AZE/FLU (all p < 0.05). Preferred domains were predominantly sensory attributes. CONCLUSION: Current findings showed that participants using OLO/MOM were more satisfied with their overall treatment compared to participants using AZE/FLU, particularly with sensory attributes, thus highlighting the suitability of OLO/MOM for people with AR who value sensory attributes. Prescribers of AR treatments are encouraged to discuss treatment attributes with patients to facilitate shared decision-making.",1
Comparison of a full and partial choice set design in a labeled discrete choice experiment.,"Labeled discrete choice experiments (DCEs) commonly present all alternatives using a full choice set design (FCSD), which could impose a high cognitive burden on respondents. In the setting of employment preferences, this study explored if a partial choice set design (PCSD) reduced cognitive burden whilst maintaining convergent validity compared with a FCSD. Respondents' preferences between the two designs were investigated. In the experimental design, labeled utility functions were rewritten into a single generic utility function using label dummy variables to generate an efficient PCSD with 3 alternatives shown in each choice task (out of 6). The DCE was embedded in a nationwide survey of 790 Australian pharmacy degree holders where respondents were presented with both a block of FCSD and PCSD tasks in random order. The PCSD's impact on error variances was investigated using a heteroscedastic conditional logit model. The convergent validity of PCSD was based on the equality of willingness-to-forgo-expected-salary estimates from Willingness-to-pay-space mixed logit models. A nested logit model was used combined with respondents' qualitative responses to understand respondents' design preferences. We show a promising future use of PCSD by providing evidence that PCSD can reduce cognitive burden while satisfying convergent validity compared to FCSD.",1
Assessing Stakeholder Engagement for Outcomes-Based Research Among Patients With Chronic Rhinosinusitis and Asthma: A Survey-Based Investigation.,"BACKGROUND: Despite significant morbidity, there remains a critical need for prospective analyses to investigate the impact of comorbid chronic rhinosinusitis (CRS) with asthma (CRSwA) on patient centered outcomes. The objective of this study was to ascertain critical stakeholder feedback from patients that could inform future study design based on patient preferences, in an effort to optimize patient enrollment. METHODS: A prospective, descriptive study was performed in order to determine the importance of various factors on CRSwA treatment among critical stakeholders. A Likert-scale survey highlighting various aspects of treatment of CRSwA and elucidating patient enthusiasm for clinical enrollment was constructed and prospectively administered to patients with CRSwA. A univariate analysis was instituted to understand the significance of the different trial design preferences. RESULTS: Survey responses were collected from a total of 17 patients with CRSwA. With Likert scores >4/5, responses indicated significant stakeholder interest in research focused on understanding symptom triggers, including the impact of air quality and allergens. Importantly, the highest mean scores noted were for studies focused on improving (1) overall quality of life (4.8/5) and (2) lung function (4.8/5). Patients appeared least interested in participation in a randomized trial, whereas the greatest support was communicated for a purely observational trial (P = .08). CONCLUSION: Patients with CRSwA demonstrate enthusiasm for participation in research that focuses on improving patient centered outcomes-specifically quality of life and lung function. Stakeholder feedback also indicates a preference for observational study design over randomized control trials.",0
"A cross-sectional study on factors influencing patient participation in undergraduate medical education in a public and private hospital in Johannesburg, South Africa.","BACKGROUND: The active involvement of patients in medical education is a common practice globally. Despite this, there is a global paucity of data on patients' views on their role in medical education. As such this study aimed to identify factors that influence patient participation in undergraduate medical education in public and private hospitals in Johannesburg. METHODS: A cross-sectional study was conducted, using a 23-question, self-designed, paper questionnaire to collect data on patients' perceptions of student involvement in their care - with regard to consent, confidentiality, ethics, and patient preferences. Participants were recruited on a voluntary basis in the Departments of Medicine, Surgery, and Gynaecology, at selected hospital sites. Fisher's Exact and Chi-Square statistical tests were used where appropriate. RESULTS: Two hundred and one adult patients, comprised of 150 public sector patients and 51 private sector patients, completed the questionnaire. One hundred and sixty-nine patients (84,1%) were willing to participate in undergraduate medical education and no notable difference between these sectors was demonstrated (p = 0,41). The results further demonstrated that the main factors influencing patient participation in undergraduate medical education across both sectors were (1) the presence of a supervising professional, (2) the perceived degree of invasiveness of a procedure, and (3) the perceived expertise of the student. In addition, data across other key themes such as consent, confidentiality, ethics, and patient preferences and perceptions were elucidated. CONCLUSIONS: This study demonstrates that the majority of inpatients across the public and private sectors are willing to participate in undergraduate medical education to facilitate the development of healthcare professionals. It also demonstrated that most patients have a positive experience. However, more measures of quality informed consent need to be instituted to optimise the current role of the South African public health sector, whilst facilitating the development of a similar role for the South African private sector in future clinical education. In addition, further research is necessary to evaluate these findings in a South African context.",0
Comparative efficacy of treatments for molluscum contagiosum: A systematic review and network meta-analysis.,"BACKGROUND AND OBJECTIVES: Various interventions have been applied to treat molluscum contagiosum, but benefits and efficacy remain unclear. To assess the comparative efficacy and safety of interventions for molluscum contagiosum, a network meta-analysis was performed. PATIENTS AND METHODS: Embase, PubMed, and the Cochrane Library were searched for articles published between January 1, 1990, and November 31, 2020. Eligible studies were randomized clinical trials (RCTs) of interventions in immunocompetent children and adults with genital/non-genital molluscum contagiosum lesions. RESULTS: Twelve interventions from 25 RCTs including 2,123 participants were assessed. Compared with the placebo, ingenol mebutate had the most significant effect on complete clearance (odds ratio [OR] 117.42, 95% confidence interval [CI] 6.37-2164.88), followed by cryotherapy (OR 16.81, 95% CI 4.13-68.54), podophyllotoxin (OR 10.24, 95% CI 3.36-31.21), and potassium hydroxide (KOH) (OR 10.02, 95% CI 4.64-21.64). Data on adverse effects were too scarce for quantitative synthesis. CONCLUSIONS: Ingenol mebutate, cryotherapy, podophyllotoxin, and KOH were more effective than the other interventions in achieving complete clearance, but safety concerns regarding ingenol mebutate have recently been reported. Due to the possibility of spontaneous resolution, observation is also justified for asymptomatic infection. Factors including adverse effects, cost, patient preference, and medical accessibility should be considered.",0
"""I'd rather wait and see what's around the corner"": A multi-perspective qualitative study of treatment escalation planning in frailty.","INTRODUCTION: People living with frailty risk adverse outcomes following even minor illnesses. Admission to hospital or the intensive care unit is associated with potentially burdensome interventions and poor outcomes. Decision-making during an emergency is fraught with complexity and potential for conflict between patients, carers and clinicians. Advance care planning is a process of shared decision-making which aims to ensure patients are treated in line with their wishes. However, planning for future care is challenging and those living with frailty are rarely given the opportunity to discuss their preferences. The aim of the ProsPECT (Prospective Planning for Escalation of Care and Treatment) study was to explore perspectives on planning for treatment escalation in the context of frailty. We spoke to people living with frailty, their carers and clinicians across primary and secondary care. METHODS: In-depth online or telephone interviews and online focus groups. The topic guide explored frailty, acute decision-making and planning for the future. Data were thematically analysed using the Framework Method. Preliminary findings were presented to a sample of study participants for feedback in two online workshops. RESULTS: We spoke to 44 participants (9 patients, 11 carers and 24 clinicians). Four main themes were identified: frailty is absent from treatment escalation discussions, planning for an uncertain future, escalation in an acute crisis is 'the path of least resistance', and approaches to facilitating treatment escalation planning in frailty. CONCLUSION: Barriers to treatment escalation planning include a lack of shared understanding of frailty and uncertainty about the future. Emergency decision-making is focussed on survival or risk aversion and patient preferences are rarely considered. To improve planning discussions, we recommend frailty training for non-specialist clinicians, multi-disciplinary support, collaborative working between patients, carers and clinicians as well as broader public engagement.",0
Transcatheter or Surgical Aortic Valve Replacement in Patients With Severe Aortic Stenosis and Small Aortic Annulus: A Randomized Clinical Trial.,"BACKGROUND: The optimal treatment in patients with severe aortic stenosis and small aortic annulus (SAA) remains to be determined. This study aimed to compare the hemodynamic and clinical outcomes between transcatheter aortic valve replacement (TAVR) and surgical aortic valve replacement (SAVR) in patients with a SAA. METHODS: This prospective multicenter international randomized trial was performed in 15 university hospitals. Participants were 151 patients with severe aortic stenosis and SAA (mean diameter <23 mm) randomized (1:1) to TAVR (n=77) versus SAVR (n=74). The primary outcome was impaired valve hemodynamics (ie, severe prosthesis patient mismatch or moderate-severe aortic regurgitation) at 60 days as evaluated by Doppler echocardiography and analyzed in a central echocardiography core laboratory. Clinical events were secondary outcomes. RESULTS: The mean age of the participants was 75.5±5.1 years, with 140 (93%) women, a median Society of Thoracic Surgeons predicted risk of mortality of 2.50% (interquartile range, 1.67%-3.28%), and a median annulus diameter of 21.1 mm (interquartile range, 20.4-22.0 mm). There were no differences between groups in the rate of severe prosthesis patient mismatch (TAVR, 4 [5.6%]; SAVR, 7 [10.3%]; P=0.30) and moderate-severe aortic regurgitation (none in both groups). No differences were found between groups in mortality rate (TAVR, 1 [1.3%]; SAVR, 1 [1.4%]; P=1.00) and stroke (TAVR, 0; SAVR, 2 [2.7%]; P=0.24) at 30 days. After a median follow-up of 2 (interquartile range, 1-4) years, there were no differences between groups in mortality rate (TAVR, 7 [9.1%]; SAVR, 6 [8.1%]; P=0.89), stroke (TAVR, 3 [3.9%]; SAVR, 3 [4.1%]; P=0.95), and cardiac hospitalization (TAVR, 15 [19.5%]; SAVR, 15 [20.3%]; P=0.80). CONCLUSIONS: In patients with severe aortic stenosis and SAA (women in the majority), there was no evidence of superiority of contemporary TAVR versus SAVR in valve hemodynamic results. After a median follow-up of 2 years, there were no differences in clinical outcomes between groups. These findings suggest that the 2 therapies represent a valid alternative for treating patients with severe aortic stenosis and SAA, and treatment selection should likely be individualized according to baseline characteristics, additional anatomical risk factors, and patient preference. However, the results of this study should be interpreted with caution because of the limited sample size leading to an underpowered study, and need to be confirmed in future larger studies. REGISTRATION: URL: https://www.clinicaltrials.gov; Unique identifier: NCT03383445.",0
Exercise Preferences in Young Adults with Cancer-The YOUEX Study.,"(1) Background: Strong evidence supports the persuasive positive effects of exercise for cancer patients and survivors. Different approaches of exercise programs have been established; however, the special interests of young adults (YAs) with cancer have rarely been considered in exercise interventions. Therefore, the study YOUng EXercisers (YOUEX) aimed to investigate exercise preferences in YAs. (2) Methods: YOUEX was a three-arm, patient preference-based non-randomized, longitudinal, pre-post exercise intervention, offering three different exercise modules to YAs during or after acute therapy (Module 1: online supervised group-based (M1); Module 2: online unsupervised (M2); Module 3: in-person supervised (M3)). The intervention period was 12 weeks with another 12-week follow-up period, the modules could be changed or amended after 6 and 12 weeks. (3) Results: 92 YAs were allocated to the study. At baseline, 50 YAs (54%) chose M2, 32 YAs (35%) M1 and 10 YAs (11%) M3. The analysis revealed high acceptability and feasibility of the online exercise programs (M1, M2). There was a high impact of the COVID-19 pandemic on the execution of M3. YAs showed diverse preferences in module selection due to differences in, e.g., cancer therapy status or favored level of supervision. (4) Conclusions: YAs need personalized exercise programs that consider their individual interests and needs. Online exercise programs can be a promising addition to existing exercise opportunities. They are an effective way to increase physical activity levels in YAs.",0
TB preventive therapy preferences among children and adolescents.,"BACKGROUND: TB preventive therapy (TPT) is critical for ending TB, yet implementation remains poor. With new global guidelines expanding TPT eligibility and regimens, we aimed to understand TPT preferences among children, adolescents and caregivers.METHODS: We undertook a discrete choice experiment among 131 children, 170 adolescents and 173 caregivers, and conducted 17 in-depth interviews in 25 clinics in Cape Town, South Africa. The design included attributes for location, waiting time, treatment duration, dosing frequency, formulation/size, side effects, packaging and taste. Mixed-effects logistic regression models were used for analysis.RESULTS: Among children and caregivers, the number and size of pills, taste and side effects were important drivers of preferences. Among adolescents and caregivers, clinic waiting times and side effects were significant drivers of preferences. Adolescents expressed concerns about being stigmatised, and preferred services from local clinics to services delivered in the community. Dosing frequency and treatment duration were only significant drivers of choice among adolescents, and only if linked to fewer clinic visits.CONCLUSIONS: Introducing shorter TPT regimens in isolation without consideration of preferences and health services may not have the desired effect on uptake and completion. Developing TPT delivery models and formulations that align with preferences must be prioritised.",1
Patients' acceptance of a shared cancer follow-up model of care between general practitioners and radiation oncologists: A population-based survey using the theoretical Framework of Acceptability.,"INTRODUCTION: International and national guidelines highlight the need for general practitioner involvement during and after active cancer treatment and throughout long-term follow-up care. This paper aimed to evaluate patients' acceptance of radiation oncology shared follow-up care using the Theoretical Framework of Acceptability (TFA). METHODS: This cross-sectional study was conducted at two cancer care centres in the Illawarra Shoalhaven region of Australia. A sample of patients scheduled for a radiation oncology follow-up consultation in 2021 were sent a 32-point self-complete paper-based survey. Data were analysed using descriptive, parametric and non-parametric statistical analysis. This paper followed the Checklist for Reporting of Survey Studies (CROSS). RESULTS: Of the 414 surveys returned (45% response rate), the acceptance for radiation oncology shared cancer follow-up care was high (80%). Patients treated with only radiotherapy were 1.7 times more likely to accept shared follow-up care than those treated with multiple modalities. Patients who preferred follow-up care for fewer than three years were 7.5 times more likely to accept shared care than those who preferred follow-up care for five years. Patients who travelled more than 20 minutes to their radiation oncologist or to the rural cancer centre were slightly more likely to accept shared care than those who travelled less than twenty minutes to the regional cancer centre. A high understanding of shared care (Intervention Coherence) and a positive feeling towards shared care (Affective Attitude) were significant predictive factors in accepting shared radiation oncology follow-up care. CONCLUSION: Health services need to ensure patient preferences are considered to provide patient-centred cancer follow-up care. Shared cancer follow-up care implementation should start with patients who prefer a shorter follow-up period and understand the benefits of shared care. However, patients' involvement needs to be considered alongside other clinical risk profiles and organisational factors. Future qualitative research using the TFA constructs is warranted to inform clinical practice change.",0
